Symbol,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
DNAH14,108,60,284,465,119,185,455
LBR,675,1092,510,1288,538,1337,507
LINC02765,3,4,1,0,1,3,4
ENAH,977,428,2731,1968,2899,976,2910
LOC102723834,11,1,66,66,68,21,137
LOC107985352,8,0,20,28,47,11,58
SRP9,729,519,868,1847,735,1333,807
EPHX1,548,149,200,1704,390,510,410
TMEM63A,707,736,342,3697,516,4507,1137
LEFTY1,59,1,64,893,0,5,9
PYCR2,207,140,133,557,223,478,332
MIR6741,1,1,1,3,2,2,0
LEFTY2,2,1,3,60,0,4,1
SDE2,410,185,362,647,682,393,614
H3-3A,1041,636,1121,2332,1679,1612,1227
LINC01703,3,2,0,13,1,12,0
ACBD3,617,355,756,1327,812,967,831
ACBD3-AS1,63,36,57,136,69,115,96
LOC101927247,0,0,0,0,0,1,0
MIXL1,11,0,0,3,15,7,1
LIN9,61,68,32,132,29,153,14
PARP1,860,613,469,1675,781,906,822
LOC105373115,0,0,0,2,0,4,0
LOC105373116,1,0,0,10,0,5,0
STUM,42,11,13,13,46,17,13
ITPKB,1314,153,515,1195,1591,771,1115
ITPKB-IT1,45,1,7,25,25,19,34
LOC105373117,177,27,60,133,124,80,49
LOC105373119,0,0,0,0,0,1,0
PSEN2,112,77,46,248,123,383,158
LOC107985354,6,4,2,18,7,15,3
COQ8A,428,291,130,962,237,535,154
LOC105379282,43,36,22,108,20,65,15
CDC42BPA,1213,899,1428,3201,1491,2742,1921
LINC01641,0,0,0,0,0,1,0
LOC105373122,2,2,0,3,1,2,1
ZNF678,312,226,200,426,180,336,165
ZNF847P,0,0,1,0,0,0,2
SNAP47,225,121,155,391,276,332,311
JMJD4,79,59,63,178,132,147,114
LOC105373289,11,0,3,3,6,2,7
PRSS38,0,1,1,2,6,3,14
WNT9A,132,11,84,148,218,19,513
MIR5008,5,0,4,0,11,1,18
LOC107985355,0,1,0,4,1,8,3
WNT3A,1,0,1,2,4,5,6
LINC02809,11,6,7,28,12,43,13
ARF1,1196,1137,1180,3088,2270,2760,2646
MIR3620,4,1,1,8,5,2,9
C1orf35,62,58,24,120,58,173,99
MRPL55,97,60,51,221,156,193,176
GUK1,522,347,540,1322,1363,1441,1673
GJC2,24,11,11,36,59,56,43
IBA57-DT,7,1,1,15,23,17,13
IBA57,193,164,151,460,262,219,206
OBSCN-AS1,31,12,12,29,37,9,41
OBSCN,920,1229,364,2108,1582,513,2891
LOC101927401,25,36,9,42,41,36,68
TRIM11,134,130,66,357,226,467,220
MIR6742,1,3,0,4,2,4,4
TRIM17,61,34,30,48,71,162,47
H3-4,0,0,3,0,0,7,0
H2AC25,6,60,7,5,7,25,7
H2BC26,16,81,8,19,20,16,14
MIR4666A,0,0,0,0,0,0,0
RNF187,266,195,241,674,487,734,725
BTNL10P,1,3,4,5,3,9,4
LOC105373124,2,3,0,1,0,5,2
RNA5S1,127,24,124,264,145,188,161
RNA5S2,151,24,131,284,148,209,165
RNA5S3,147,22,133,280,152,197,164
RNA5S4,140,22,140,280,144,205,167
RNA5S5,138,27,132,261,153,206,159
RNA5S6,143,27,131,288,163,203,169
RNA5S7,144,24,140,283,155,209,163
RNA5S8,136,25,125,274,145,196,160
RNA5S9,5,2,7,11,9,8,10
RNA5S10,139,23,131,272,153,213,163
RNA5S11,138,24,130,266,151,198,163
RNA5S12,138,24,133,276,147,206,161
RNA5S13,139,22,127,269,138,196,162
RNA5S14,137,26,126,258,150,195,159
RNA5S15,141,22,137,279,148,198,162
RNA5S16,142,28,142,265,158,211,160
RHOU,599,124,720,550,948,279,602
DUSP5P1,9,14,6,3,11,10,3
RNA5S17,127,22,119,266,144,197,163
LOC105373143,0,1,1,0,0,0,0
LINC02815,1,0,0,3,0,4,0
LINC02814,1,4,1,15,2,32,0
LOC102723935,0,3,0,1,0,5,0
RAB4A-AS1,22,58,11,97,15,127,12
RAB4A,213,224,246,451,210,327,164
CCSAP,265,77,278,355,286,205,216
ACTA1,1,1,1,1770,2,2,0
NUP133,500,399,435,878,410,647,480
NUP133-DT,0,1,1,0,0,0,0
ABCB10,198,127,202,502,249,398,238
TAF5L,196,116,257,501,333,321,279
URB2,142,204,215,580,307,409,218
LOC105373161,0,0,0,0,0,1,0
LOC107985464,0,0,0,0,0,1,0
LOC105373162,0,0,0,0,1,2,0
LINC01682,0,0,0,0,1,2,0
LOC105373163,0,0,0,0,0,2,0
LINC01736,0,0,0,0,0,3,0
GALNT2,646,302,693,1930,1721,839,1982
PGBD5,4,2,23,50,5,23,42
LOC105373164,0,0,0,0,0,3,0
LOC105373165,0,0,0,1,0,1,0
LOC107985357,0,1,0,1,0,1,0
LINC01737,0,0,1,0,0,1,0
COG2,185,203,148,520,146,339,184
LOC107985358,10,17,9,38,11,20,7
AGT,12,30,2,2782,3,12,4
LOC105373166,0,0,0,0,0,2,0
CAPN9,34,198,38,664,2,36,58
LOC107985359,4,12,5,49,0,2,2
C1orf198,750,395,815,1096,859,689,1468
LOC101927604,2,2,3,4,1,1,1
LOC105373167,4,2,3,7,1,2,4
TTC13,500,572,238,773,307,713,339
ARV1,71,116,54,186,61,158,82
FAM89A,87,37,37,75,40,94,34
MIR1182,13,2,7,12,12,16,6
TRIM67,3,18,4,6,1,20,7
TRIM67-AS1,0,0,0,0,0,0,1
C1orf131,47,111,37,134,43,183,55
GNPAT,285,519,339,704,301,806,323
LOC112268256,47,114,25,111,41,215,69
EXOC8,336,210,393,640,453,473,412
SPRTN,100,82,113,237,157,226,175
LOC107985360,51,15,35,75,77,90,106
EGLN1,423,188,417,974,810,493,906
SNRPD2P2,1,0,0,1,0,1,0
TSNAX-DISC1,253,106,215,238,301,186,222
TSNAX,276,169,295,500,319,299,297
LINC00582,12,1,4,4,7,9,11
DISC1,235,80,190,159,274,135,177
LOC105373170,63,10,30,26,52,37,38
DISC2,32,9,19,17,38,28,34
DISC1-IT1,19,4,7,9,19,9,13
LOC105373172,24,10,33,7,16,9,18
LOC105373171,10,1,14,9,3,4,8
LOC101929902,0,0,0,0,0,5,0
LOC105373196,0,0,0,0,0,1,0
LOC105373198,0,0,0,2,0,2,1
SIPA1L2,659,480,530,1404,938,877,1520
LINC01745,0,0,0,0,0,0,0
LINC01744,0,0,0,1,0,1,0
LOC107983960,0,0,0,0,0,0,0
MAP10,39,23,22,61,11,47,5
LOC101927711,0,0,0,0,0,7,0
LOC105373201,0,2,0,0,1,5,0
LOC107985361,11,10,5,16,8,19,9
NTPCR,143,111,117,234,111,243,176
PCNX2,443,322,344,571,372,852,598
MAP3K21,43,198,39,360,38,483,137
KCNK1,93,101,215,559,338,451,352
MIR4427,4,0,1,25,17,13,15
LOC107985362,16,32,39,37,55,38,65
SLC35F3,4,3,4,2,5,4,5
LOC107985363,0,0,8,2,1,12,0
SLC35F3-AS1,1,0,0,0,0,5,4
LOC105373206,3,0,0,0,0,6,1
MIR4671,0,0,0,0,0,0,0
COA6-AS1,17,19,5,30,12,44,25
COA6,29,49,32,96,38,99,51
TARBP1,842,1043,633,2081,621,2512,767
LINC01354,15,2,2,10,4,2,0
LOC107985465,0,1,0,1,1,2,0
IRF2BP2,1512,1488,1590,2830,2470,2031,2478
LINC00184,5,1,1,4,1,5,1
LOC101927787,0,0,0,4,1,3,4
LOC105373207,0,0,0,1,0,2,0
LOC105373209,0,1,0,5,0,3,3
LOC105373208,0,0,0,2,0,3,1
LINC01132,5,0,2,24,0,11,6
LOC105373210,1,0,1,0,0,3,0
LOC107985364,2,3,0,1,0,6,0
LINC02961,1,0,2,0,2,6,1
LOC107985365,0,1,0,17,0,6,1
LOC105373211,3,9,3,17,3,20,2
LNCATV,3,3,5,34,2,10,5
LOC107985366,3,1,2,6,10,6,3
LINC01348,32,10,3,505,19,11,42
LOC107985746,2,1,4,58,15,4,13
TOMM20,1092,1579,1339,2408,1508,1938,1302
LOC105379283,24,19,23,35,30,42,32
SNORA14B,4,3,7,9,9,8,8
RBM34,264,147,240,402,277,452,361
ARID4B,1313,433,1009,1471,1260,1651,1349
MIR4753,5,0,4,2,3,10,4
GGPS1,175,97,206,381,153,301,122
TBCE,183,173,162,413,225,385,227
B3GALNT2,253,251,279,690,348,523,271
GNG4,15,17,39,10,21,16,7
LYST,2418,290,1353,2495,1808,1426,1630
MIR1537,15,4,5,12,9,10,12
LOC105373215,3,2,1,174,3,6,7
LINC02768,3,1,6,56,5,5,6
NID1,1204,293,714,2038,1197,843,1464
GPR137B,327,71,459,320,612,407,482
ERO1B,385,27,331,366,405,231,327
EDARADD,22,4,32,15,16,9,124
LGALS8,601,306,550,771,677,920,872
LGALS8-AS1,20,8,12,15,19,20,18
LOC107985367,56,20,32,69,62,75,82
HEATR1,861,740,837,1568,977,1540,990
ACTN2,16,13,12,1208,20,14,43
MTR,1258,596,1469,1981,1499,1663,1590
LOC105373218,12,5,30,84,17,22,11
LOC107985368,0,0,0,3,2,5,1
MT1HL1,0,0,0,2,0,1,0
RYR2,385,420,609,211,559,236,97
MIR4428,1,4,1,1,1,5,0
LOC100130331,0,0,0,0,1,2,3
ZP4,0,2,0,0,0,2,0
LOC105373220,1,0,4,8,6,2,6
LINC01139,7,2,15,22,23,1,67
LOC105373222,0,2,0,0,0,1,0
LOC105373223,0,0,0,0,0,1,0
CHRM3,29,152,37,133,34,532,33
LOC105373225,5,18,6,5,0,59,0
CHRM3-AS2,14,21,2,37,6,45,3
CHRM3-AS1,0,3,0,1,3,8,0
LOC105373224,0,0,0,0,0,4,0
RPS7P5,0,0,0,0,0,1,0
FMN2,38,10,19,1,11,10,13
GREM2,25,0,42,113,22,12,3
LOC107985369,2,1,4,45,1,4,0
LOC105373228,0,0,0,0,0,2,0
LOC100506929,0,0,0,1,0,0,0
RGS7,7,1,2,7,0,17,0
MIR3123,0,0,0,0,0,1,0
LOC105373230,0,0,0,0,0,1,0
FH,178,260,175,607,181,260,207
KMO,116,24,105,303,260,98,127
LOC105373233,9,2,4,10,13,5,11
OPN3,89,34,87,190,132,98,89
CHML,300,222,334,702,497,379,293
WDR64,14,2,1,7,4,12,1
LOC105373231,0,0,0,1,0,4,0
EXO1,8,67,12,119,5,105,18
BECN2,0,0,0,0,0,0,0
MAP1LC3C,10,0,3,9,0,1,6
PLD5,17,4,2,7,1,22,6
LOC105373235,0,0,0,0,0,1,0
LOC105373234,3,1,0,2,1,9,1
LOC107985466,0,1,0,1,0,2,0
LINC01347,27,11,17,44,37,70,53
CEP170,1158,207,1456,1150,1868,1045,2098
SDCCAG8,820,291,773,911,961,930,1023
MIR4677,5,4,4,10,2,1,2
AKT3,997,156,992,862,935,311,1226
LOC105373255,33,13,10,36,20,40,37
LINC02774,6,1,5,3,2,2,0
LOC105373258,0,0,0,0,0,0,0
ZBTB18,388,197,168,761,222,876,230
LOC440742,0,0,0,0,0,0,0
LOC112268257,0,0,0,1,1,1,0
LOC105373261,0,0,0,0,0,0,0
LOC105373260,0,0,0,0,0,1,0
LOC105373262,8,2,13,3,14,8,2
LOC107985371,0,0,1,2,3,1,3
C1orf100,3,3,7,8,4,9,1
ADSS2,489,376,598,996,725,764,556
LOC105373264,39,20,53,70,45,57,46
CATSPERE,39,11,42,45,40,29,57
DESI2,399,232,621,676,692,593,750
LOC107985372,0,0,1,4,0,0,0
LOC112268258,18,15,11,51,31,12,17
COX20,644,373,523,1220,723,1054,597
HNRNPU,4643,2949,3969,8548,6989,6841,5415
SNORA100,123,77,113,207,184,161,140
LOC101928068,20,26,19,73,22,56,23
EFCAB2,192,116,165,205,161,200,147
LOC107985725,35,8,16,19,22,24,16
KIF26B,350,15,1897,905,1713,747,1697
KIF26B-AS1,10,0,21,77,40,50,90
LOC105373266,10,0,19,23,38,21,45
LOC105373265,35,8,95,70,86,76,143
SMYD3,329,202,223,541,333,554,322
LOC105373270,29,27,13,26,12,16,23
LOC105373269,99,82,44,88,83,123,106
SMYD3-AS1,84,34,59,157,78,144,97
LOC112268277,267,107,185,449,250,390,222
LOC107985599,164,62,70,218,113,200,101
LOC107985726,8,2,4,18,5,19,3
LINC01743,0,0,0,2,0,1,0
TFB2M,80,84,96,236,83,131,61
CNST,609,184,554,1051,704,466,638
LOC105373271,33,18,22,96,43,69,56
LOC102724382,10,1,6,8,4,14,3
SCCPDH,197,195,246,708,249,297,590
LOC107985373,3,2,4,17,2,11,12
LINC01341,4,5,3,5,4,2,3
AHCTF1,1219,946,1124,2179,1355,1759,1269
ZNF695,3,38,1,19,3,44,3
ZNF670-ZNF695,5,16,2,10,5,22,7
ZNF670,60,23,52,62,32,101,39
ZNF669,54,35,43,67,53,78,43
FLJ39095,3,1,0,4,0,8,0
LINC02897,3,0,0,0,3,7,3
ZNF124,297,155,299,462,263,500,221
LOC112268259,165,86,118,280,197,434,228
MIR3916,61,28,35,72,50,115,64
VN1R5,0,0,2,4,4,8,5
LOC105373273,5,0,3,3,1,0,7
ZNF496,345,278,304,592,563,497,761
ZNF496-DT,14,21,17,26,33,21,33
LOC107985375,1,0,0,0,1,1,2
NLRP3,251,12,436,305,1804,84,1481
OR2B11,4,0,11,9,26,0,22
OR2W5P,0,0,2,0,0,3,0
GCSAML,7,0,2,4,1,1,1
GCSAML-AS1,1,1,0,0,0,2,0
OR2C3,2,1,0,1,1,2,0
LOC102724446,1,0,0,0,0,4,1
OR2G2,0,0,0,0,0,0,0
OR2G3,0,0,0,0,0,2,0
OR13G1,4,0,0,1,1,5,0
OR6F1,0,0,1,0,1,2,0
OR14A2,10,1,1,2,2,5,2
OR14K1,1,0,0,0,0,0,0
OR1C1,4,0,0,0,3,5,0
OR14A16,1,0,0,0,1,0,0
OR11L1,1,0,0,0,0,2,0
TRIM58,37,13,15,6,37,30,34
OR2W3,1,1,1,1,1,6,3
OR2T8,0,0,0,2,1,5,0
OR2AJ1,0,0,0,0,0,1,0
OR2L13,2,0,1,0,7,2,1
OR2L8,4,0,0,0,3,5,1
OR2AK2,1,0,1,2,1,0,0
OR2L1P,1,0,0,2,2,2,0
OR2L5,3,0,0,1,0,1,0
OR2L2,4,0,1,1,0,3,0
LOC105373275,4,0,0,1,1,2,0
OR2L3,4,1,0,1,0,2,1
OR2M1P,0,0,0,0,0,0,0
OR2M5,0,0,0,1,0,0,0
OR2M2,2,0,0,0,0,0,0
OR2M3,0,0,1,0,0,1,0
OR2M4,0,0,0,1,0,2,0
OR2T33,0,0,0,0,0,1,0
OR2T12,1,0,0,0,0,0,0
OR2M7,0,0,0,1,0,0,0
OR14C36,0,0,0,0,0,2,0
OR2T4,0,0,0,0,0,0,0
OR2T6,0,0,0,0,0,2,0
OR2T1,0,0,0,0,0,0,0
OR2T7,0,0,0,1,0,1,1
OR2T2,0,0,0,1,0,3,0
LOC105373279,1,0,1,0,0,0,0
OR2T3,0,0,0,0,0,1,0
LOC105373277,2,0,1,1,0,3,0
OR2T5,2,0,1,1,1,3,0
OR2G6,0,0,0,1,0,0,0
OR2T29,1,0,1,0,0,2,0
OR2T34,0,0,0,0,0,4,0
OR2T10,0,2,0,5,1,6,0
OR2T11,0,1,0,0,2,6,0
OR2T35,0,0,0,1,0,2,0
OR2T27,0,0,0,0,0,1,1
OR14I1,0,0,0,0,0,0,0
LYPD9P,0,0,0,0,3,0,0
LYPD8,49,0,0,13,3,11,14
LOC107985747,3,0,0,0,0,2,1
SH3BP5L,149,108,93,356,181,522,751
MIR3124,0,0,1,2,2,0,2
ZNF672,166,109,105,324,266,238,335
ZNF692,136,90,59,311,163,632,338
PGBD2,71,36,35,190,35,163,25
TRL-CAA4-1,0,0,1,3,0,0,0
TRE-CTC2-1,4,0,1,3,0,0,5
LOC107987362,1,13,0,1,1,18,4
LOC105379854,5,29,3,4,5,56,11
LOC105379521,2,56,6,7,9,113,7
LOC101060632,4,23,3,7,4,52,7
LOC107987363,0,8,2,3,3,41,3
LOC102724250,278,76,368,616,346,646,476
LOC107987364,1,0,0,1,0,5,1
LOC105379523,0,0,0,1,0,3,0
LOC107987365,1,0,0,0,1,1,0
LOC107987366,5,7,9,18,10,41,17
LOC102724562,3,25,4,286,15,25,27
LOC105379524,46180,1709,6473,11327,13571,11819,13874
TRN-GTT26-1,2,0,0,0,0,0,0
LOC440570,1,20,0,1,1,1,0
TRNAE-UUC,0,1,0,0,0,0,0
FAM110C,260,74,678,369,705,190,1153
LOC105373324,1,0,0,0,0,1,0
SH3YL1,248,455,188,609,203,1138,237
ACP1,257,323,288,580,262,572,378
ALKAL2,61,41,7,26,7,23,5
LOC101927262,11,6,2,6,2,9,1
LOC105373346,27,4,0,6,3,15,4
LINC01865,3,0,0,0,0,2,1
LOC105373351,0,0,0,0,0,1,0
LINC01874,0,0,0,0,0,0,0
LOC100996637,0,0,0,0,0,0,0
LINC01875,0,0,0,0,0,0,0
LOC105373352,0,1,0,0,0,1,2
TMEM18,149,129,155,211,173,267,176
TMEM18-DT,8,4,5,6,7,10,6
LOC105373479,0,0,6,0,0,0,1
LOC105373358,0,0,0,1,0,2,0
LOC105373480,2,1,0,1,2,5,11
LOC105373392,1,2,1,0,5,1,3
LINC01115,1,1,3,1,8,0,2
LINC01939,4,0,0,0,1,1,0
LOC105373481,2,0,2,4,0,6,5
SNTG2-AS1,3,0,0,1,1,1,0
SNTG2,38,1,16,65,10,19,1
LOC105373359,3,1,0,5,0,2,0
TPO,64,0,12,38,10,29,36
LOC102723730,10,1,5,11,2,15,12
PXDN,934,211,1461,2572,2373,1468,7276
MYT1L,0,1,0,2,2,10,1
LOC107985838,0,1,0,0,0,0,0
MYT1L-AS1,0,0,0,0,0,1,0
LOC105373389,0,0,0,0,0,1,0
LOC107985839,0,0,0,2,0,2,0
LOC105373390,1,0,0,0,0,4,0
LINC01250,0,1,1,1,0,2,0
LOC107985840,20,26,7,77,15,101,12
EIPR1,96,123,71,247,129,285,171
TRAPPC12,395,366,243,808,466,1221,645
ADI1,381,183,424,1453,461,365,633
RNASEH1,320,302,283,595,351,618,457
RNASEH1-DT,6,22,15,33,8,41,9
RPS7,2112,4151,2447,3350,2671,3444,1746
COLEC11,11,112,19,139,5,19,6
ALLC,1,5,0,26,0,8,0
LOC105373393,0,1,0,2,0,0,0
DCDC2C,0,9,1,12,0,9,2
LINC01304,1,1,0,0,0,1,0
LOC105373394,0,0,0,0,0,3,1
LOC105373395,4,0,0,0,0,2,0
LOC105373397,2,0,0,2,1,4,0
LOC107985841,0,0,0,0,0,1,1
LINC01249,0,0,0,0,0,5,0
LOC105373398,0,0,0,0,0,1,0
LOC105373399,0,0,0,0,0,0,0
LOC107985842,0,0,0,0,0,1,0
LOC107985843,0,0,0,0,0,0,0
LINC01248,0,0,0,0,0,3,0
SOX11,22,1,22,41,10,35,46
LOC112268411,0,0,0,0,0,2,0
LINC01810,0,0,0,0,0,1,0
SILC1,13,0,25,12,15,3,328
MIR7158,0,0,0,0,0,0,3
LOC400940,1,1,2,1,1,3,17
LOC105373401,0,0,0,0,0,1,0
LINC01247,0,0,0,1,0,3,0
LOC105373402,0,0,0,0,0,3,0
LINC01824,0,0,0,0,0,1,0
LOC107985845,0,0,0,0,0,1,0
LINC01246,0,0,0,1,0,1,0
MIR7515HG,0,0,0,0,0,2,0
MIR7515,0,0,0,0,0,0,0
LINC00487,0,0,2,3,4,7,0
LOC105373404,3,0,0,0,1,1,0
NRIR,1,0,0,2,8,3,1
CMPK2,53,2,64,62,31,60,34
RSAD2,69,6,214,106,58,101,67
GRASLND,3,0,4,33,4,22,6
RNF144A,439,37,735,1074,357,575,843
LOC101929452,6,0,10,12,3,1,11
LOC107985847,2,0,12,10,7,17,8
LOC105373406,0,1,4,7,2,2,8
LOC100506274,1,0,1,3,0,1,0
LOC105373407,0,0,0,1,0,2,0
LOC101929510,1,0,0,3,1,6,0
LOC107985848,0,0,0,0,0,1,1
LINC01871,12,0,32,23,23,3,2
LOC105373408,0,0,0,1,0,1,0
LOC101929861,0,0,0,0,0,0,0
LOC105373409,0,0,0,2,0,3,0
LOC101929551,0,0,0,0,0,2,0
LINC00298,0,0,0,2,1,4,3
LINC00299,13,8,4,16,9,56,9
LINC01814,30,144,9,82,8,328,45
LOC105373411,0,0,0,12,0,1,1
ID2-AS1,12,4,4,27,3,6,5
ID2,492,145,439,743,975,411,592
LOC107985849,0,0,0,0,0,0,0
KIDINS220,1389,646,1427,1788,1721,1786,1673
MBOAT2,245,173,357,1273,220,405,540
LOC105373414,2,11,0,39,0,7,14
LOC105373416,1,1,0,4,0,4,1
LOC105373415,1,1,0,5,0,3,6
LOC105373417,0,0,1,6,0,2,3
LOC100506317,0,2,1,3,2,0,0
ASAP2,556,412,494,1384,1012,1996,2779
LOC107985851,100,67,83,296,136,274,294
ITGB1BP1,486,218,429,611,528,568,695
CPSF3,189,250,187,371,223,509,253
IAH1,1001,290,1068,980,1701,754,2601
ADAM17,1088,291,1571,1119,2257,882,3460
LOC107985850,46,7,54,29,73,31,146
LOC101929643,6,8,18,23,30,10,49
YWHAQ,993,925,1758,1640,1982,1021,2621
LOC105373418,1,0,0,0,0,2,0
LOC105373419,0,0,0,0,0,0,0
LOC100996549,0,1,0,1,3,1,3
LOC105373421,0,0,0,4,0,2,2
TAF1B,176,113,146,268,179,154,163
LOC105373422,6,7,4,21,5,16,7
GRHL1,56,12,5,330,11,268,125
LOC107985852,0,0,0,12,0,2,2
LOC112268412,21,9,19,33,17,32,41
KLF11-DT,7,5,5,14,3,13,11
KLF11,462,99,369,771,408,294,482
CYS1,52,9,63,50,45,15,63
RRM2,66,278,51,557,82,421,171
MIR4261,0,5,0,1,0,1,1
LOC105373424,8,41,0,29,2,44,12
LOC101929691,2,3,1,29,0,9,4
HPCAL1,275,175,97,464,290,398,619
ODC1,780,909,681,1525,963,717,2485
SNORA80B,27,19,18,72,49,123,78
ODC1-DT,6,3,1,15,2,15,9
LOC105373426,0,0,0,0,0,2,0
NOL10,400,318,343,542,497,585,487
RN7SL832P,1,2,2,9,4,2,4
ATP6V1C2,258,294,245,449,296,409,469
LOC105373428,5,4,2,2,0,18,7
PDIA6,880,941,757,1755,1131,1558,1792
LINC01954,0,0,2,0,0,1,0
KCNF1,0,0,2,0,1,1,11
FLJ33534,1,0,0,0,0,2,1
C2orf50,6,4,4,13,6,14,2
SLC66A3,334,222,506,475,381,382,307
ROCK2,1792,1871,1894,2744,2188,3647,1688
LINC00570,0,5,0,1,1,6,4
LOC105373429,8,7,10,13,13,17,18
E2F6,147,89,203,314,204,188,149
GREB1,57,313,278,214,107,70,46
MIR4429,0,1,1,1,0,1,0
NTSR2,0,0,0,0,0,2,0
LPIN1,598,144,339,1307,1021,741,545
LOC100506405,0,1,0,1,0,1,0
LOC101929752,1,0,1,21,0,8,0
MIR548S,5,0,0,1,9,5,1
LOC105373430,1,0,0,1,0,1,0
MIR4262,0,0,0,0,0,0,0
MIR3681HG,1,0,1,1,1,6,1
LOC105373433,0,0,0,0,0,0,0
LOC105373432,2,0,0,3,2,0,0
MIR3681,0,0,0,0,0,0,0
LOC105373431,0,0,0,0,0,1,1
LOC107985853,1,0,0,2,0,2,0
TRIB2,377,181,286,524,343,640,475
MIR3125,0,1,2,3,6,8,3
LOC100506474,4,3,4,1,1,8,4
LOC105373436,0,2,1,3,0,7,0
LOC105373484,0,0,0,0,0,2,0
LOC105373437,0,0,0,0,0,2,0
LOC105373485,0,0,0,0,0,2,0
LOC105373438,0,0,0,0,1,2,1
LOC107985854,0,0,0,1,1,3,3
LINC00276,1,1,1,2,5,7,8
LRATD1,90,519,90,1096,71,642,242
NBAS,1025,638,1043,1619,1320,1350,1710
LOC105373440,1,0,0,1,2,3,0
DDX1,574,610,662,1010,659,913,704
LINC01804,1,0,0,0,0,2,0
MYCNUT,0,0,0,0,0,1,0
MYCNOS,1,6,0,2,0,7,0
MYCN,3,42,0,24,0,6,2
GACAT3,0,4,0,0,0,2,0
LOC105373443,0,3,0,0,0,1,0
LOC107985855,0,0,0,0,0,0,0
LOC105373444,0,0,0,0,0,2,0
CYRIA,609,29,481,315,804,80,654
LINC01866,0,0,0,1,0,2,1
LOC105373447,0,0,0,0,0,1,0
LOC105373448,0,0,0,0,0,0,0
RAD51AP2,5,19,10,22,5,53,4
VSNL1,18,216,30,99,30,243,22
SMC6,535,410,417,936,452,1054,367
GEN1,260,300,179,608,156,395,123
LOC105373449,31,20,13,51,16,39,12
MSGN1,0,0,0,0,0,0,0
LOC112267888,0,0,0,0,0,0,0
KCNS3,15,78,81,81,26,31,76
LOC105373451,1,2,1,8,0,4,4
LOC105373454,3,7,15,15,3,19,8
NT5C1B-RDH14,57,29,78,121,70,66,65
RDH14,59,30,77,103,76,58,66
LOC105373456,62,6,37,125,62,49,35
NT5C1B,7,2,8,33,8,16,4
LINC01376,19,12,29,22,25,52,24
LOC105373455,51,29,26,95,51,108,26
MIR4757,1,0,1,0,2,0,0
OSR1,216,5,230,181,893,28,16
LOC101928196,0,1,1,1,3,1,0
LOC105373458,0,1,0,0,0,4,0
LINC01808,1,0,1,0,0,7,1
LOC105373459,2,1,4,0,3,2,2
LOC105373461,0,1,0,0,0,2,1
LINC00954,29,4,18,29,9,14,6
TTC32,27,15,32,53,17,40,28
WDR35,289,50,320,377,265,282,435
WDR35-DT,0,2,1,5,0,3,2
MATN3,25,8,235,225,14,24,13
LAPTM4A,1018,376,1426,1515,1541,956,1423
LAPTM4A-DT,0,4,1,5,1,6,2
LOC107985807,0,0,0,0,0,3,0
SDC1,1026,468,377,3005,578,1462,296
PUM2,2548,1717,2022,3716,2533,3930,2362
LOC105373465,9,0,4,15,20,7,4
RHOB,3018,447,1447,7443,6356,2808,5767
LOC107985856,0,1,0,1,0,2,0
LOC102724948,2,1,1,33,2,9,1
HS1BP3,117,125,144,232,221,429,262
HS1BP3-IT1,5,1,1,198,7,12,5
LOC105373466,0,0,0,1,0,0,0
GDF7,88,18,35,211,35,20,23
LDAH,153,111,113,256,95,331,87
LINC02850,0,0,0,0,0,0,0
APOB,8,24,46,41372,52,50,20
TDRD15,12,0,5,23,9,4,2
LOC105374317,11,2,8,10,7,4,4
LOC105374318,6,0,5,0,5,1,3
LOC100507562,2,2,2,1,1,3,1
LOC107984020,0,0,9,6,1,1,1
LOC101929230,2,0,24,17,1,5,7
LINC01822,2,3,11,9,0,4,3
LOC105374320,0,0,4,1,0,2,2
LINC01830,0,0,1,0,0,2,0
LINC01884,0,0,0,0,0,2,0
LOC107985857,0,0,0,0,0,0,0
LOC101929251,2,1,0,27,1,2,0
LOC107985792,0,1,0,22,0,3,0
LOC107985859,0,0,0,19,0,0,0
LOC107985858,0,0,0,24,0,8,1
LOC102723389,0,1,0,17,0,4,0
LINC02923,0,1,0,1,0,3,0
KLHL29,190,45,108,290,233,125,299
LOC105374325,50,6,14,218,110,17,123
LOC102723401,19,3,9,49,37,18,37
ATAD2B,1274,494,902,1527,1143,1683,1304
UBXN2A,232,182,217,396,247,405,239
MFSD2B,5,4,4,10,6,30,14
WDCP,52,52,40,85,28,101,27
FKBP1B,38,58,44,83,47,42,93
SF3B6,127,141,210,221,183,240,164
FAM228B,130,23,111,109,96,57,95
TP53I3,106,63,138,273,207,202,284
PFN4,31,8,17,37,26,13,20
LOC105374328,4,4,8,5,2,6,11
FAM228A,13,3,7,5,7,5,15
ITSN2,1756,475,899,1527,1278,1528,1322
LOC105374329,0,2,0,3,0,3,0
NCOA1,1123,261,782,1338,961,811,842
PTRHD1,23,44,42,71,53,28,32
LOC105369164,0,2,3,2,2,3,2
CENPO,164,185,95,314,131,301,182
ADCY3,404,315,153,558,320,853,541
LOC105377626,11,12,6,14,5,33,32
DNAJC27,179,84,93,160,108,70,105
DNAJC27-AS1,5,6,7,24,6,11,14
EFR3B,34,43,28,61,22,29,229
POMC,15,0,2,14,4,4,1
